,temp,precip,inflow_ams,inflow_rtm
2023-01-01 12:15:00,4.654288010840917,0.0,1020,885
2023-01-01 12:30:00,4.697762011553625,0.0,281,1068
2023-01-01 12:45:00,4.735643644640195,0.0,834,310
2023-01-01 13:00:00,4.767533455270192,0.0,351,348
2023-01-01 13:15:00,4.793031988613173,0.0,819,948
2023-01-01 13:30:00,4.811739789838702,0.0,282,310
2023-01-01 13:45:00,4.823257404116342,0.0,1062,307
2023-01-01 14:00:00,4.8271853766156525,0.0,114,123
2023-01-01 14:15:00,4.825406332153156,0.0,387,348
2023-01-01 14:30:00,4.820154935848198,0.0,158,354
2023-01-01 14:45:00,4.81155979332457,0.0,257,144
2023-01-01 15:00:00,4.7997495102060705,0.0,122,130
2023-01-01 15:15:00,4.784852692116493,0.0,335,328
2023-01-01 15:30:00,4.766997944679633,0.0,154,139
2023-01-01 15:45:00,4.746313873519283,0.0,269,149
2023-01-01 16:00:00,4.722929084259242,0.0,135,91
2023-01-01 16:15:00,4.696972182523301,0.0,243,349
2023-01-01 16:30:00,4.668571773935257,0.0,157,307
2023-01-01 16:45:00,4.637856464118905,0.0,455,92
2023-01-01 17:00:00,4.60495485869804,0.0,130,110
2023-01-01 17:15:00,4.569995563296456,0.0,404,336
2023-01-01 17:30:00,4.533107183537948,0.0,89,147
2023-01-01 17:45:00,4.49441832504631,0.0,371,108
2023-01-01 18:00:00,4.45405759344534,0.0,293,353
2023-01-01 18:15:00,4.412153594358831,0.0,1088,997
2023-01-01 18:30:00,4.368834933410576,0.0,339,320
2023-01-01 18:45:00,4.3242302162243735,0.0,1024,354
2023-01-01 19:00:00,4.278468048424017,0.0,358,376
2023-01-01 19:15:00,4.2316770356333,0.13729820526833753,1079,887
2023-01-01 19:30:00,4.18398578347602,0.2677117052171435,364,374
2023-01-01 19:45:00,4.135522897575969,0.3847010223996335,851,331
2023-01-01 20:00:00,4.086416983556944,0.48239982394743186,290,370
2023-01-01 20:15:00,4.036796647042739,0.5559090839962645,1016,855
2023-01-01 20:30:00,3.98679049365715,0.6015427412993445,378,328
2023-01-01 20:45:00,3.936527129023971,0.6170125337299369,811,294
2023-01-01 21:00:00,3.8861351587669968,0.6015427412993445,308,290
2023-01-01 21:15:00,3.8357431885100226,0.5559090839962645,898,814
2023-01-01 21:30:00,3.7854798238768437,0.4823998239474319,336,282
2023-01-01 21:45:00,3.7354736704912543,0.3847010223996336,880,289
2023-01-01 22:00:00,3.68585333397705,0.2677117052171436,152,142
2023-01-01 22:15:00,3.636747419958025,0.13729820526833758,388,349
2023-01-01 22:30:00,3.5882845340579745,7.556224244661657e-17,118,122
2023-01-01 22:45:00,3.540593281900694,0.0,276,101
2023-01-01 23:00:00,3.4938022691099775,0.0,148,130
2023-01-01 23:15:00,3.4480401013096205,0.0,265,237
2023-01-01 23:30:00,3.4034353841234175,0.0,146,150
2023-01-01 23:45:00,3.360116723175164,0.0,297,80
2023-01-02 00:00:00,3.318212724088654,0.0,298,122
2023-01-02 00:15:00,3.277851992487683,0.0,1009,378
2023-01-02 00:30:00,3.2391631339960463,0.0,299,199
2023-01-02 00:45:00,3.2022747542375383,0.0,749,358
2023-01-02 01:00:00,3.1673154588359544,0.0,284,195
2023-01-02 01:15:00,3.1344138534150883,0.0,899,453
2023-01-02 01:30:00,3.1036985435987363,0.0,356,190
2023-01-02 01:45:00,3.0752981350106925,0.0,975,479
2023-01-02 02:00:00,3.049341233274753,0.0,370,189
2023-01-02 02:15:00,3.02595644401471,0.0,853,548
2023-01-02 02:30:00,3.0052723728543613,0.0,344,163
2023-01-02 02:45:00,2.987417625417501,0.0,820,538
2023-01-02 03:00:00,2.972520807327924,0.0,274,182
2023-01-02 03:15:00,2.960710524209424,0.0,1233,391
2023-01-02 03:30:00,2.9521153816857972,0.0,242,188
2023-01-02 03:45:00,2.9468639853808383,0.0,695,499
2023-01-02 04:00:00,2.9450849409183415,0.0,371,120
2023-01-02 04:15:00,2.950273325907334,0.0,817,495
2023-01-02 04:30:00,2.9654867259598046,0.0,290,139
2023-01-02 04:45:00,2.9901975087039907,0.0,887,454
2023-01-02 05:00:00,3.023878041768131,0.0,392,124
2023-01-02 05:15:00,3.066000692780462,0.0,1084,414
2023-01-02 05:30:00,3.1160378293692235,0.0,285,188
2023-01-02 05:45:00,3.173461819162653,0.0,1119,371
2023-01-02 06:00:00,3.2377450297889876,0.0,382,163
2023-01-02 06:15:00,3.3083598288764664,0.7447689421239797,780,384
2023-01-02 06:30:00,3.3847785840533264,1.3761535641568559,392,126
2023-01-02 06:45:00,3.4664736629478066,1.7980312809099743,1012,498
2023-01-02 07:00:00,3.552917433188145,1.9461750343386988,1209,432
2023-01-02 07:15:00,3.6435822624025787,1.7980312809099743,2400,1158
2023-01-02 07:30:00,3.7379405182193466,1.3761535641568559,806,1364
2023-01-02 07:45:00,3.835464568266686,0.7447689421239799,2209,1168
2023-01-02 08:00:00,3.935626780172836,2.3833770263833777e-16,722,409
2023-01-02 08:15:00,4.037899521566033,0.0,2341,1048
2023-01-02 08:30:00,4.141755160074517,0.0,724,422
2023-01-02 08:45:00,4.246666063326525,0.0,2167,1108
2023-01-02 09:00:00,4.352104598950294,0.0,785,377
2023-01-02 09:15:00,4.457543134574063,0.0,2643,1117
2023-01-02 09:30:00,4.56245403782607,0.0,733,1213
2023-01-02 09:45:00,4.666309676334554,0.0,2444,1137
2023-01-02 10:00:00,4.768582417727752,0.0,258,155
2023-01-02 10:15:00,4.868744629633901,0.0,753,510
2023-01-02 10:30:00,4.9662686796812405,0.0,276,155
2023-01-02 10:45:00,5.060626935498009,0.0,1057,482
2023-01-02 11:00:00,5.151291764712443,0.0,370,126
2023-01-02 11:15:00,5.2377355349527805,0.0,1032,538
2023-01-02 11:30:00,5.319430613847262,0.0,313,532
2023-01-02 11:45:00,5.395849369024122,0.0,823,537
2023-01-02 12:00:00,5.4664641681115995,0.0,396,183
2023-01-02 12:15:00,5.530747378737935,0.0,807,334
2023-01-02 12:30:00,5.588171368531363,0.0,241,139
2023-01-02 12:45:00,5.638208505120124,0.0,888,470
2023-01-02 13:00:00,5.680331156132456,0.0,308,199
2023-01-02 13:15:00,5.714011689196597,0.0,728,414
2023-01-02 13:30:00,5.7387224719407826,0.0,284,192
2023-01-02 13:45:00,5.753935871993254,0.0,888,331
2023-01-02 14:00:00,5.759124256982246,0.0,289,193
2023-01-02 14:15:00,5.755349043857622,0.0,791,507
2023-01-02 14:30:00,5.744205342465661,0.0,394,369
2023-01-02 14:45:00,5.725966059779226,0.0,943,429
2023-01-02 15:00:00,5.700904102771182,0.0,315,132
2023-01-02 15:15:00,5.6692923784143945,0.0,1091,419
2023-01-02 15:30:00,5.631403793681725,0.0,381,148
2023-01-02 15:45:00,5.5875112555460404,0.0,796,441
2023-01-02 16:00:00,5.537887670980204,0.0,889,371
2023-01-02 16:15:00,5.48280594695708,0.0,2217,1136
2023-01-02 16:30:00,5.422538990449533,0.0,889,1163
2023-01-02 16:45:00,5.357359708430429,0.0,2435,1140
2023-01-02 17:00:00,5.28754100787263,0.0,729,451
2023-01-02 17:15:00,5.213355795749001,0.0,2107,1044
2023-01-02 17:30:00,5.135076979032406,0.0,881,402
2023-01-02 17:45:00,5.052977464695711,0.0,2308,1007
2023-01-02 18:00:00,4.967330159711779,0.0,773,395
2023-01-02 18:15:00,4.878407971053475,0.0,2419,1135
2023-01-02 18:30:00,4.7864838056936625,0.0,776,1250
2023-01-02 18:45:00,4.691830570605207,0.0,2187,1232
2023-01-02 19:00:00,4.594721172760971,0.0,265,171
2023-01-02 19:15:00,4.495428519133821,0.0,948,430
2023-01-02 19:30:00,4.39422551669662,0.0,315,162
2023-01-02 19:45:00,4.2913850724222335,0.0,914,433
2023-01-02 20:00:00,4.187180093283525,0.0,281,175
2023-01-02 20:15:00,4.081883486253359,0.0,773,548
2023-01-02 20:30:00,3.9757681583045996,0.0,344,141
2023-01-02 20:45:00,3.869107016410112,0.0,706,414
2023-01-02 21:00:00,3.7621729675427593,0.0,273,139
2023-01-02 21:15:00,3.6552389186754075,0.0,707,413
2023-01-02 21:30:00,3.5485777767809195,0.0,258,164
2023-01-02 21:45:00,3.4424624488321602,0.0,956,500
2023-01-02 22:00:00,3.337165841801994,0.0,377,121
2023-01-02 22:15:00,3.232960862663286,0.0,1060,351
2023-01-02 22:30:00,3.1301204183888984,0.0,290,181
2023-01-02 22:45:00,3.0289174159516983,0.0,817,376
2023-01-02 23:00:00,2.929624762324548,0.0,380,141
2023-01-02 23:15:00,2.832515364480313,0.0,731,531
2023-01-02 23:30:00,2.737862129391857,0.0,350,162
2023-01-02 23:45:00,2.645937964032044,0.0,952,429
2023-01-03 00:00:00,2.5570157753737406,0.0,381,122
2023-01-03 00:15:00,2.4713684703898084,0.0,1122,371
2023-01-03 00:30:00,2.389268956053112,0.0,320,195
2023-01-03 00:45:00,2.310990139336518,0.0,1002,517
2023-01-03 01:00:00,2.236804927212889,0.0,372,178
2023-01-03 01:15:00,2.16698622665509,0.0,977,450
2023-01-03 01:30:00,2.1018069446359853,0.0,389,191
2023-01-03 01:45:00,2.0415399881284397,0.0,1040,521
2023-01-03 02:00:00,1.9864582641053152,0.0,305,180
2023-01-03 02:15:00,1.9368346795394782,0.0,710,512
2023-01-03 02:30:00,1.8929421414037932,0.0,251,133
2023-01-03 02:45:00,1.855053556671126,0.0,954,420
2023-01-03 03:00:00,1.8234418323143355,0.0,361,130
2023-01-03 03:15:00,1.798379875306293,0.0,1046,376
2023-01-03 03:30:00,1.7801405926198575,0.0,397,146
2023-01-03 03:45:00,1.7689968912278964,0.0,876,375
2023-01-03 04:00:00,1.7652216781032737,0.0,329,124
2023-01-03 04:15:00,1.7707137649681841,0.0,1063,502
2023-01-03 04:30:00,1.7868176806907177,0.0,388,136
2023-01-03 04:45:00,1.8129749079625783,0.0,1000,468
2023-01-03 05:00:00,1.8486269294754707,0.0,328,149
2023-01-03 05:15:00,1.8932152279210985,0.0,729,415
2023-01-03 05:30:00,1.9461812859911658,0.0,260,182
2023-01-03 05:45:00,2.0069665863773762,0.0,877,533
2023-01-03 06:00:00,2.0750126117714345,0.0,382,164
2023-01-03 06:15:00,2.149760844865044,0.0,905,429
2023-01-03 06:30:00,2.2306527683499096,0.0,346,160
2023-01-03 06:45:00,2.3171298649177348,0.0,822,402
2023-01-03 07:00:00,2.408633617260223,0.0,1364,401
2023-01-03 07:15:00,2.504605508069079,0.0,2242,1025
2023-01-03 07:30:00,2.6044870200360073,0.0,761,1393
2023-01-03 07:45:00,2.707719635852711,0.0,2309,1121
2023-01-03 08:00:00,2.813744838210895,0.0,800,364
2023-01-03 08:15:00,2.9220041098022627,0.0,2583,1208
2023-01-03 08:30:00,3.031938933318518,0.0,854,390
2023-01-03 08:45:00,3.1429907914513646,0.0,2325,1195
2023-01-03 09:00:00,3.254601166892508,0.0,767,387
2023-01-03 09:15:00,3.3662115423336516,0.0,2444,1021
2023-01-03 09:30:00,3.4772634004664984,0.0,811,1364
2023-01-03 09:45:00,3.587198223982754,0.0,2536,1028
2023-01-03 10:00:00,3.695457495574122,0.0,259,178
2023-01-03 10:15:00,3.801482697932305,0.0,785,402
2023-01-03 10:30:00,3.9047153137490085,0.0,326,180
2023-01-03 10:45:00,4.004596825715938,0.0,906,520
2023-01-03 11:00:00,4.100568716524792,0.0,313,137
2023-01-03 11:15:00,4.192072468867282,0.0,1004,384
2023-01-03 11:30:00,4.278549565435107,0.0,375,503
2023-01-03 11:45:00,4.3594414889199715,0.0,938,421
2023-01-03 12:00:00,4.434189722013581,0.0,241,135
2023-01-03 12:15:00,4.50223574740764,0.0,796,460
2023-01-03 12:30:00,4.563021047793851,0.0,300,133
2023-01-03 12:45:00,4.615987105863917,0.0,755,512
2023-01-03 13:00:00,4.660575404309545,0.0,381,177
2023-01-03 13:15:00,4.696227425822438,0.0,1308,452
2023-01-03 13:30:00,4.722384653094298,0.0,366,163
2023-01-03 13:45:00,4.738488568816831,0.0,896,393
2023-01-03 14:00:00,4.743980655681742,0.0,292,174
2023-01-03 14:15:00,4.741979644389347,0.0,847,480
2023-01-03 14:30:00,4.736073044791311,0.0,282,575
2023-01-03 14:45:00,4.726405508306365,0.0,938,384
2023-01-03 15:00:00,4.713121686353233,0.0,266,132
2023-01-03 15:15:00,4.6963662303506455,0.0,803,455
2023-01-03 15:30:00,4.676283791717326,0.0,358,188
2023-01-03 15:45:00,4.653019021872006,0.0,1075,506
2023-01-03 16:00:00,4.62671657223341,0.0,793,393
2023-01-03 16:15:00,4.597521094220267,0.0,2494,1143
2023-01-03 16:30:00,4.5655772392513025,0.0,862,1061
2023-01-03 16:45:00,4.531029658745245,0.0,2150,1127
2023-01-03 17:00:00,4.494023004120822,0.0,783,440
2023-01-03 17:15:00,4.454701926796762,0.0,2487,1110
2023-01-03 17:30:00,4.41321107819179,0.0,895,362
2023-01-03 17:45:00,4.369695109724636,0.0,2586,1249
2023-01-03 18:00:00,4.324298672814025,0.0,760,422
2023-01-03 18:15:00,4.277166418878686,0.0,2574,1140
2023-01-03 18:30:00,4.228442999337345,0.0,892,1271
2023-01-03 18:45:00,4.178273065608731,0.0,2540,1222
2023-01-03 19:00:00,4.12680126911157,0.0,275,172
2023-01-03 19:15:00,4.07417226126459,0.0,751,418
2023-01-03 19:30:00,4.020530693486518,0.0,319,151
2023-01-03 19:45:00,3.9660212171960825,0.0,997,489
2023-01-03 20:00:00,3.9107884838120097,0.0,323,187
2023-01-03 20:15:00,3.854977144753027,0.0,1007,487
2023-01-03 20:30:00,3.798731851437863,0.0,388,143
2023-01-03 20:45:00,3.7421972552852436,0.0,873,429
2023-01-03 21:00:00,3.6855180077138967,0.0,282,195
2023-01-03 21:15:00,3.62883876014255,0.0,887,500
2023-01-03 21:30:00,3.5723041639899304,0.0,383,157
2023-01-03 21:45:00,3.516058870674766,0.0,1066,464
2023-01-03 22:00:00,3.4602475316157837,0.0,325,149
2023-01-03 22:15:00,3.405014798231711,0.0,691,448
2023-01-03 22:30:00,3.350505321941275,0.0,352,195
2023-01-03 22:45:00,3.296863754163203,0.0,935,405
2023-01-03 23:00:00,3.2442347463162235,0.0,369,186
2023-01-03 23:15:00,3.1927629498190626,0.0,766,415
2023-01-03 23:30:00,3.1425930160904483,0.0,282,165
2023-01-03 23:45:00,3.0938695965491076,0.0,872,531
2023-01-04 00:00:00,3.0467373426137683,0.0,281,171
2023-01-04 00:15:00,3.0013409057031577,0.0,1015,416
2023-01-04 00:30:00,2.9578249372360026,0.0,308,179
2023-01-04 00:45:00,2.9163340886310314,0.0,773,395
2023-01-04 01:00:00,2.8770130113069707,0.0,255,174
2023-01-04 01:15:00,2.840006356682548,0.0,853,447
2023-01-04 01:30:00,2.8054587761764918,0.0,378,171
2023-01-04 01:45:00,2.773514921207527,0.0,1009,428
2023-01-04 02:00:00,2.744319443194384,0.0,272,145
2023-01-04 02:15:00,2.718016993555788,0.0,1041,514
2023-01-04 02:30:00,2.694752223710467,0.0,378,137
2023-01-04 02:45:00,2.674669785077148,0.0,1133,488
2023-01-04 03:00:00,2.65791432907456,0.0,266,169
2023-01-04 03:15:00,2.6446305071214278,0.0,916,462
2023-01-04 03:30:00,2.634962970636481,0.0,255,176
2023-01-04 03:45:00,2.6290563710384465,0.0,1140,429
2023-01-04 04:00:00,2.6270553597460506,0.0,325,156
2023-01-04 04:15:00,2.6310561653640567,0.0,1103,491
2023-01-04 04:30:00,2.6427873411592273,0.0,346,121
2023-01-04 04:45:00,2.66184202554329,0.0,703,511
2023-01-04 05:00:00,2.6878133569279745,0.0,269,157
2023-01-04 05:15:00,2.720294473725007,0.0,1103,484
2023-01-04 05:30:00,2.7588785143461174,0.0,259,185
2023-01-04 05:45:00,2.803158617203033,0.0,912,536
2023-01-04 06:00:00,2.852727920707482,0.0,382,151
2023-01-04 06:15:00,2.9071795632711925,0.0,809,374
2023-01-04 06:30:00,2.966106683305893,0.0,325,184
2023-01-04 06:45:00,3.0291024192233116,0.0,715,415
2023-01-04 07:00:00,3.0957599094351766,0.0,1354,379
2023-01-04 07:15:00,3.1656722923532166,0.0,2198,1094
2023-01-04 07:30:00,3.238432706389159,0.0,841,1138
2023-01-04 07:45:00,3.313634289954732,0.0,2406,1179
2023-01-04 08:00:00,3.390870181461664,0.0,889,368
2023-01-04 08:15:00,3.4697335193216836,0.0,2566,1097
2023-01-04 08:30:00,3.5498174419465185,0.0,875,430
2023-01-04 08:45:00,3.6307150877478964,0.0,2364,1099
2023-01-04 09:00:00,3.712019595137547,0.0,851,395
2023-01-04 09:15:00,3.7933241025271975,0.0,2578,1121
2023-01-04 09:30:00,3.8742217483285755,0.0,792,1331
2023-01-04 09:45:00,3.95430567095341,0.0,2287,1123
2023-01-04 10:00:00,4.03316900881343,0.0,313,181
2023-01-04 10:15:00,4.110404900320362,0.0,1068,521
2023-01-04 10:30:00,4.185606483885936,0.0,355,123
2023-01-04 10:45:00,4.258366897921878,0.0,703,509
2023-01-04 11:00:00,4.328279280839917,0.0,398,120
2023-01-04 11:15:00,4.394936771051782,0.0,843,343
2023-01-04 11:30:00,4.4579325069692,0.0,356,394
2023-01-04 11:45:00,4.516859627003901,0.0,863,526
2023-01-04 12:00:00,4.571311269567612,0.0,383,198
2023-01-04 12:15:00,4.620880573072061,0.0,736,380
2023-01-04 12:30:00,4.665160675928977,0.0,255,132
2023-01-04 12:45:00,4.703744716550085,0.0,778,468
2023-01-04 13:00:00,4.73622583334712,0.0,281,154
2023-01-04 13:15:00,4.762197164731804,0.0,831,361
2023-01-04 13:30:00,4.7812518491158675,0.0,356,128
2023-01-04 13:45:00,4.792983024911037,0.0,935,453
2023-01-04 14:00:00,4.796983830529043,0.0,269,199
2023-01-04 14:15:00,4.794105440755939,0.0,1126,533
2023-01-04 14:30:00,4.7856089890160565,0.0,337,412
2023-01-04 14:45:00,4.771702551678533,0.0,845,414
2023-01-04 15:00:00,4.752594205112511,0.0,290,153
2023-01-04 15:15:00,4.728492025687128,0.0,1091,438
2023-01-04 15:30:00,4.699604089771524,0.0,360,196
2023-01-04 15:45:00,4.666138473734843,0.0,979,366
2023-01-04 16:00:00,4.62830325394622,0.0,723,399
2023-01-04 16:15:00,4.586306506774798,0.0,2589,1233
2023-01-04 16:30:00,4.540356308589716,0.0,740,1368
2023-01-04 16:45:00,4.490660735760113,0.0,2272,1022
2023-01-04 17:00:00,4.437427864655131,0.0,754,401
2023-01-04 17:15:00,4.38086577164391,0.0,2077,1007
2023-01-04 17:30:00,4.321182533095587,0.0,859,441
2023-01-04 17:45:00,4.258586225379306,0.0,2523,1083
2023-01-04 18:00:00,4.193284924864204,0.0,891,374
2023-01-04 18:15:00,4.125486707919421,0.0,3002,1077
2023-01-04 18:30:00,4.0553996509141,0.0,735,1382
2023-01-04 18:45:00,3.983231830217378,0.0,2450,1113
2023-01-04 19:00:00,3.9091913221983967,0.0,310,152
2023-01-04 19:15:00,3.833486203226295,0.0,877,519
2023-01-04 19:30:00,3.7563245496702136,0.0,376,199
2023-01-04 19:45:00,3.677914437899292,0.0,1036,389
2023-01-04 20:00:00,3.5984639442826705,0.0,350,184
2023-01-04 20:15:00,3.518181145189489,0.0,707,500
2023-01-04 20:30:00,3.4372741169888874,0.0,342,129
2023-01-04 20:45:00,3.3559509360500055,0.0,754,516
2023-01-04 21:00:00,3.2744196787419844,0.0,303,137
2023-01-04 21:15:00,3.1928884214339632,0.0,704,409
2023-01-04 21:30:00,3.1115652404950813,0.0,387,120
2023-01-04 21:45:00,3.0306582122944796,0.0,717,454
2023-01-04 22:00:00,2.9503754132012983,0.0,295,167
2023-01-04 22:15:00,2.8709249195846773,0.0,1107,528
2023-01-04 22:30:00,2.792514807813755,0.0,244,123
2023-01-04 22:45:00,2.7153531542576737,0.0,1051,470
2023-01-04 23:00:00,2.639648035285572,0.0,314,183
2023-01-04 23:15:00,2.5656075272665904,0.0,799,447
2023-01-04 23:30:00,2.493439706569869,0.0,321,135
2023-01-04 23:45:00,2.423352649564547,0.0,1093,402
2023-01-05 00:00:00,2.3555544326197655,0.0,356,154
2023-01-05 00:15:00,2.290253132104664,0.0,698,359
2023-01-05 00:30:00,2.227656824388381,0.0,318,149
2023-01-05 00:45:00,2.16797358584006,0.0,1333,517
2023-01-05 01:00:00,2.111411492828837,0.0,307,130
2023-01-05 01:15:00,2.058178621723856,0.0,739,371
2023-01-05 01:30:00,2.0084830488942536,0.0,244,137
2023-01-05 01:45:00,1.9625328507091706,0.0,754,436
2023-01-05 02:00:00,1.9205361035377488,0.0,249,177
2023-01-05 02:15:00,1.8827008837491261,0.0,1022,534
2023-01-05 02:30:00,1.8492352677124435,0.0,309,122
2023-01-05 02:45:00,1.8203473317968415,0.0,836,546
2023-01-05 03:00:00,1.7962451523714584,0.0,287,152
2023-01-05 03:15:00,1.7771368058054362,0.0,876,442
2023-01-05 03:30:00,1.7632303684679114,0.0,387,178
2023-01-05 03:45:00,1.7547339167280294,0.0,994,411
2023-01-05 04:00:00,1.751855526954926,0.0,328,152
2023-01-05 04:15:00,1.759764811450513,0.0,1056,513
2023-01-05 04:30:00,1.7829564422596067,0.0,291,161
2023-01-05 04:45:00,1.820626085365707,0.0,853,341
2023-01-05 05:00:00,1.8719694067523134,0.0,290,173
2023-01-05 05:15:00,1.9361820724029257,0.0,1086,525
2023-01-05 05:30:00,2.012459748301043,0.0,251,141
2023-01-05 05:45:00,2.0999981004301658,0.0,1119,426
2023-01-05 06:00:00,2.197992794773793,0.0,252,176
2023-01-05 06:15:00,2.305639497315425,0.0,912,452
2023-01-05 06:30:00,2.4221338740385607,0.0,304,149
2023-01-05 06:45:00,2.5466715909267004,0.0,1014,531
2023-01-05 07:00:00,2.678448313963343,0.0,1363,421
2023-01-05 07:15:00,2.8166597091319883,0.0,2172,1219
2023-01-05 07:30:00,2.9605014424161364,0.0,727,1248
2023-01-05 07:45:00,3.1091691797992866,0.0,2172,1042
2023-01-05 08:00:00,3.2618585872649386,0.0,809,376
2023-01-05 08:15:00,3.417765330796592,0.0,2158,1190
2023-01-05 08:30:00,3.576085076377746,0.0,818,373
2023-01-05 08:45:00,3.736013489991901,0.0,2712,1218
2023-01-05 09:00:00,3.8967462376225575,0.0,775,437
2023-01-05 09:15:00,4.057478985253213,0.0,2641,1127
2023-01-05 09:30:00,4.217407398867368,0.0,727,1337
2023-01-05 09:45:00,4.375727144448522,0.0,2239,1118
2023-01-05 10:00:00,4.531633887980176,0.0,255,178
2023-01-05 10:15:00,4.684323295445829,0.0,1089,546
2023-01-05 10:30:00,4.8329910328289785,0.0,357,128
2023-01-05 10:45:00,4.976832766113127,0.0,751,519
2023-01-05 11:00:00,5.115044161281771,0.0,269,136
2023-01-05 11:15:00,5.246820884318415,0.0,1129,378
2023-01-05 11:30:00,5.371358601206555,0.0,387,517
2023-01-05 11:45:00,5.487852977929689,0.0,1303,511
2023-01-05 12:00:00,5.595499680471323,0.0,384,172
2023-01-05 12:15:00,5.69349437481495,0.0,962,537
2023-01-05 12:30:00,5.781032726944073,0.0,283,174
2023-01-05 12:45:00,5.85731040284219,0.0,1081,503
2023-01-05 13:00:00,5.921523068492801,0.0,387,189
2023-01-05 13:15:00,5.9728663898794085,0.0,696,385
2023-01-05 13:30:00,6.010536032985508,0.0,268,187
2023-01-05 13:45:00,6.033727663794602,0.0,1288,512
2023-01-05 14:00:00,6.041636948290188,0.0,305,151
2023-01-05 14:15:00,6.038364195530998,0.0,1141,334
2023-01-05 14:30:00,6.028703660277968,0.0,337,378
2023-01-05 14:45:00,6.012891927067907,0.0,1065,420
2023-01-05 15:00:00,5.991165580437622,0.0,301,187
2023-01-05 15:15:00,5.963761204923925,0.0,1067,499
2023-01-05 15:30:00,5.930915385063622,0.0,361,185
2023-01-05 15:45:00,5.892864705393523,0.0,990,528
2023-01-05 16:00:00,5.849845750450438,0.0,778,435
2023-01-05 16:15:00,5.8020951047711735,0.0,2375,1086
2023-01-05 16:30:00,5.749849352892541,0.0,874,1248
2023-01-05 16:45:00,5.6933450793513485,0.0,3174,1029
2023-01-05 17:00:00,5.632818868684404,0.0,792,455
2023-01-05 17:15:00,5.568507305428517,0.0,2407,1152
2023-01-05 17:30:00,5.500646974120497,0.0,800,452
2023-01-05 17:45:00,5.429474459297151,0.0,2258,1077
2023-01-05 18:00:00,5.355226345495291,0.0,843,388
2023-01-05 18:15:00,5.278139217251724,0.0,2364,1092
2023-01-05 18:30:00,5.198449659103258,0.0,832,1139
2023-01-05 18:45:00,5.1163942555867035,0.0,2149,1108
2023-01-05 19:00:00,5.0322095912388685,0.0,343,140
2023-01-05 19:15:00,4.946132250596563,0.0,706,517
2023-01-05 19:30:00,4.858398818196594,0.0,249,160
2023-01-05 19:45:00,4.769245878575773,0.0,930,423
2023-01-05 20:00:00,4.6789100162709065,0.0,303,168
